invoice_id,submission_date,approval_date,processing_stage,stage_duration_days,approval_days,department,error_flag,approval_status,invoice_amount
INV347,2023-12-18,2024-01-08,Verification,13,21,Procurement,1,Approved,72000
INV348,2023-12-19,2023-12-24,Document Entry,4,5,Finance,0,Approved,16000
INV349,2023-12-20,2024-01-04,Document Entry,9,15,Operations,1,Approved,38000
INV350,2023-12-21,2023-12-26,Classification,3,5,Finance,0,Approved,10500
INV351,2023-12-22,2024-01-12,Verification,14,21,Procurement,1,Approved,76000
INV352,2023-12-23,2023-12-28,Document Entry,3,5,Finance,0,Approved,15000
INV353,2023-12-24,2024-01-08,Verification,9,15,Procurement,0,Approved,49000
INV354,2023-12-25,2023-12-30,Classification,2,5,Finance,1,Approved,11000
INV355,2023-12-26,2024-01-12,Document Entry,10,17,Operations,1,Approved,42000
INV356,2023-12-27,2024-01-01,Classification,3,5,Finance,0,Approved,12500
INV357,2023-12-28,2024-01-18,Verification,15,21,Procurement,1,Approved,77000
INV358,2023-12-29,2024-01-03,Document Entry,4,5,Finance,0,Approved,15500
INV359,2023-12-30,2024-01-14,Document Entry,8,15,Operations,1,Approved,39000
INV360,2023-12-31,2024-01-05,Classification,3,5,Finance,0,Approved,10500
INV361,2024-01-01,2024-01-22,Verification,16,21,Procurement,1,Approved,79000
INV362,2024-01-02,2024-01-07,Document Entry,3,5,Finance,0,Approved,14000
INV363,2024-01-03,2024-01-18,Verification,10,15,Procurement,0,Approved,51000
INV364,2024-01-04,2024-01-09,Classification,2,5,Finance,1,Approved,9500
INV365,2024-01-05,2024-01-22,Document Entry,9,17,Operations,1,Approved,43000
INV366,2024-01-06,2024-01-11,Classification,3,5,Finance,0,Approved,13000
INV367,2024-01-07,2024-01-28,Verification,14,21,Procurement,1,Approved,75000
INV368,2024-01-08,2024-01-13,Document Entry,4,5,Finance,0,Approved,15500
INV369,2024-01-09,2024-01-24,Document Entry,10,15,Operations,1,Approved,44000
INV370,2024-01-10,2024-01-15,Classification,3,5,Finance,0,Approved,11500
INV371,2024-01-11,2024-02-01,Verification,15,21,Procurement,1,Pending,78000
INV372,2024-01-12,2024-01-17,Document Entry,3,5,Finance,0,Approved,14500
INV373,2024-01-13,2024-01-28,Verification,11,15,Procurement,0,Approved,50000
INV374,2024-01-14,2024-01-19,Classification,2,5,Finance,1,Approved,9500
INV375,2024-01-15,2024-02-01,Document Entry,11,17,Operations,1,Approved,45000
INV376,2024-01-16,2024-01-21,Classification,3,5,Finance,0,Approved,13000
INV377,2024-01-17,2024-02-07,Verification,13,21,Procurement,1,Approved,72000
INV378,2024-01-18,2024-01-23,Document Entry,4,5,Finance,0,Approved,16000
INV379,2024-01-19,2024-02-03,Document Entry,9,15,Operations,1,Approved,38000
INV380,2024-01-20,2024-01-25,Classification,3,5,Finance,0,Approved,10500
INV381,2024-01-21,2024-02-11,Verification,14,21,Procurement,1,Approved,76000
INV382,2024-01-22,2024-01-27,Document Entry,3,5,Finance,0,Approved,15000
INV383,2024-01-23,2024-02-07,Verification,9,15,Procurement,0,Approved,49000
INV384,2024-01-24,2024-01-29,Classification,2,5,Finance,1,Approved,11000
INV385,2024-01-25,2024-02-11,Document Entry,10,17,Operations,1,Approved,42000
INV386,2024-01-26,2024-01-31,Classification,3,5,Finance,0,Approved,12500
INV387,2024-01-27,2024-02-17,Verification,15,21,Procurement,1,Approved,77000
INV388,2024-01-28,2024-02-02,Document Entry,4,5,Finance,0,Approved,15500
INV389,2024-01-29,2024-02-13,Document Entry,8,15,Operations,1,Approved,39000
INV390,2024-01-30,2024-02-04,Classification,3,5,Finance,0,Approved,10500
INV391,2024-01-31,2024-02-21,Verification,16,21,Procurement,1,Approved,79000
INV392,2024-02-01,2024-02-06,Document Entry,3,5,Finance,0,Approved,14000
INV393,2024-02-02,2024-02-17,Verification,10,15,Procurement,0,Approved,51000
INV394,2024-02-03,2024-02-08,Classification,2,5,Finance,1,Approved,9500
INV395,2024-02-04,2024-02-21,Document Entry,9,17,Operations,1,Approved,43000
INV396,2024-02-05,2024-02-10,Classification,3,5,Finance,0,Approved,13000
INV397,2024-02-06,2024-02-27,Verification,14,21,Procurement,1,Approved,75000
INV398,2024-02-07,2024-02-12,Document Entry,4,5,Finance,0,Approved,15500
INV399,2024-02-08,2024-02-23,Document Entry,10,15,Operations,1,Approved,44000
INV400,2024-02-09,2024-02-14,Classification,3,5,Finance,0,Approved,11500
INV401,2024-02-10,2024-03-01,Verification,15,20,Procurement,1,Pending,78000
INV402,2024-02-11,2024-02-16,Document Entry,3,5,Finance,0,Approved,14500
INV403,2024-02-12,2024-02-27,Verification,11,15,Procurement,0,Approved,50000
INV404,2024-02-13,2024-02-18,Classification,2,5,Finance,1,Approved,9500
INV405,2024-02-14,2024-03-01,Document Entry,11,16,Operations,1,Approved,45000
INV406,2024-02-15,2024-02-20,Classification,3,5,Finance,0,Approved,13000
INV407,2024-02-16,2024-03-07,Verification,13,20,Procurement,1,Approved,72000
INV408,2024-02-17,2024-02-22,Document Entry,4,5,Finance,0,Approved,16000
INV409,2024-02-18,2024-03-04,Document Entry,9,15,Operations,1,Approved,38000
INV410,2024-02-19,2024-02-24,Classification,3,5,Finance,0,Approved,10500
INV411,2024-02-20,2024-03-11,Verification,14,20,Procurement,1,Approved,76000
INV412,2024-02-21,2024-02-26,Document Entry,3,5,Finance,0,Approved,15000
INV413,2024-02-22,2024-03-08,Verification,9,15,Procurement,0,Approved,49000
INV414,2024-02-23,2024-02-28,Classification,2,5,Finance,1,Approved,11000
INV415,2024-02-24,2024-03-11,Document Entry,10,16,Operations,1,Approved,42000
INV416,2024-02-25,2024-03-01,Classification,3,5,Finance,0,Approved,12500
INV417,2024-02-26,2024-03-17,Verification,15,20,Procurement,1,Approved,77000
INV418,2024-02-27,2024-03-03,Document Entry,4,5,Finance,0,Approved,15500
INV419,2024-02-28,2024-03-14,Document Entry,8,15,Operations,1,Approved,39000
INV420,2024-02-29,2024-03-05,Classification,3,5,Finance,0,Approved,10500
INV421,2024-03-01,2024-03-22,Verification,16,21,Procurement,1,Approved,79000
INV422,2024-03-02,2024-03-07,Document Entry,3,5,Finance,0,Approved,14000
INV423,2024-03-03,2024-03-18,Verification,10,15,Procurement,0,Approved,51000
INV424,2024-03-04,2024-03-09,Classification,2,5,Finance,1,Approved,9500
INV425,2024-03-05,2024-03-22,Document Entry,9,17,Operations,1,Approved,43000
INV426,2024-03-06,2024-03-11,Classification,3,5,Finance,0,Approved,13000
INV427,2024-03-07,2024-03-28,Verification,14,21,Procurement,1,Approved,75000
INV428,2024-03-08,2024-03-13,Document Entry,4,5,Finance,0,Approved,15500
INV429,2024-03-09,2024-03-24,Document Entry,10,15,Operations,1,Approved,44000
INV430,2024-03-10,2024-03-15,Classification,3,5,Finance,0,Approved,11500
INV431,2024-03-11,2024-04-01,Verification,15,21,Procurement,1,Pending,78000
INV432,2024-03-12,2024-03-17,Document Entry,3,5,Finance,0,Approved,14500
INV433,2024-03-13,2024-03-28,Verification,11,15,Procurement,0,Approved,50000
INV434,2024-03-14,2024-03-19,Classification,2,5,Finance,1,Approved,9500
INV435,2024-03-15,2024-04-01,Document Entry,11,17,Operations,1,Approved,45000
INV436,2024-03-16,2024-03-21,Classification,3,5,Finance,0,Approved,13000
INV437,2024-03-17,2024-04-07,Verification,13,21,Procurement,1,Approved,72000
INV438,2024-03-18,2024-03-23,Document Entry,4,5,Finance,0,Approved,16000
INV439,2024-03-19,2024-04-03,Document Entry,9,15,Operations,1,Approved,38000
INV440,2024-03-20,2024-03-25,Classification,3,5,Finance,0,Approved,10500
INV441,2024-03-21,2024-04-11,Verification,14,21,Procurement,1,Approved,76000
INV442,2024-03-22,2024-03-27,Document Entry,3,5,Finance,0,Approved,15000
INV443,2024-03-23,2024-04-07,Verification,9,15,Procurement,0,Approved,49000
INV444,2024-03-24,2024-03-29,Classification,2,5,Finance,1,Approved,11000
INV445,2024-03-25,2024-04-11,Document Entry,10,17,Operations,1,Approved,42000
INV446,2024-03-26,2024-03-31,Classification,3,5,Finance,0,Approved,12500
INV447,2024-03-27,2024-04-17,Verification,15,21,Procurement,1,Approved,77000
INV448,2024-03-28,2024-04-02,Document Entry,4,5,Finance,0,Approved,15500
INV449,2024-03-29,2024-04-13,Document Entry,8,15,Operations,1,Approved,39000
INV450,2024-03-30,2024-04-04,Classification,3,5,Finance,0,Approved,10500
INV451,2024-03-31,2024-04-21,Verification,16,21,Procurement,1,Approved,79000
INV452,2024-04-01,2024-04-06,Document Entry,3,5,Finance,0,Approved,14000
INV453,2024-04-02,2024-04-17,Verification,10,15,Procurement,0,Approved,51000
INV454,2024-04-03,2024-04-08,Classification,2,5,Finance,1,Approved,9500
INV455,2024-04-04,2024-04-21,Document Entry,9,17,Operations,1,Approved,43000
INV456,2024-04-05,2024-04-10,Classification,3,5,Finance,0,Approved,13000
INV457,2024-04-06,2024-04-27,Verification,14,21,Procurement,1,Approved,75000
INV458,2024-04-07,2024-04-12,Document Entry,4,5,Finance,0,Approved,15500
INV459,2024-04-08,2024-04-23,Document Entry,10,15,Operations,1,Approved,44000
INV460,2024-04-09,2024-04-14,Classification,3,5,Finance,0,Approved,11500
INV461,2024-04-10,2024-05-01,Verification,15,21,Procurement,1,Pending,78000
INV462,2024-04-11,2024-04-16,Document Entry,3,5,Finance,0,Approved,14500
INV463,2024-04-12,2024-04-27,Verification,11,15,Procurement,0,Approved,50000
INV464,2024-04-13,2024-04-18,Classification,2,5,Finance,1,Approved,9500
INV465,2024-04-14,2024-05-01,Document Entry,11,17,Operations,1,Approved,45000
INV466,2024-04-15,2024-04-20,Classification,3,5,Finance,0,Approved,13000
INV467,2024-04-16,2024-05-07,Verification,13,21,Procurement,1,Approved,72000
INV468,2024-04-17,2024-04-22,Document Entry,4,5,Finance,0,Approved,16000
INV469,2024-04-18,2024-05-03,Document Entry,9,15,Operations,1,Approved,38000
INV470,2024-04-19,2024-04-24,Classification,3,5,Finance,0,Approved,10500
INV471,2024-04-20,2024-05-11,Verification,14,21,Procurement,1,Approved,76000
INV472,2024-04-21,2024-04-26,Document Entry,3,5,Finance,0,Approved,15000
INV473,2024-04-22,2024-05-07,Verification,9,15,Procurement,0,Approved,49000
INV474,2024-04-23,2024-04-28,Classification,2,5,Finance,1,Approved,11000
INV475,2024-04-24,2024-05-11,Document Entry,10,17,Operations,1,Approved,42000
INV476,2024-04-25,2024-04-30,Classification,3,5,Finance,0,Approved,12500
INV477,2024-04-26,2024-05-17,Verification,15,21,Procurement,1,Approved,77000
INV478,2024-04-27,2024-05-02,Document Entry,4,5,Finance,0,Approved,15500
INV479,2024-04-28,2024-05-13,Document Entry,8,15,Operations,1,Approved,39000
INV480,2024-04-29,2024-05-04,Classification,3,5,Finance,0,Approved,10500
INV481,2024-04-30,2024-05-21,Verification,16,21,Procurement,1,Approved,79000
INV482,2024-05-01,2024-05-06,Document Entry,3,5,Finance,0,Approved,14000
INV483,2024-05-02,2024-05-17,Verification,10,15,Procurement,0,Approved,51000
INV484,2024-05-03,2024-05-08,Classification,2,5,Finance,1,Approved,9500
INV485,2024-05-04,2024-05-21,Document Entry,9,17,Operations,1,Approved,43000
INV486,2024-05-05,2024-05-10,Classification,3,5,Finance,0,Approved,13000
INV487,2024-05-06,2024-05-27,Verification,14,21,Procurement,1,Approved,75000
INV488,2024-05-07,2024-05-12,Document Entry,4,5,Finance,0,Approved,15500
INV489,2024-05-08,2024-05-23,Document Entry,10,15,Operations,1,Approved,44000
INV490,2024-05-09,2024-05-14,Classification,3,5,Finance,0,Approved,11500
INV491,2024-05-10,2024-05-31,Verification,15,21,Procurement,1,Pending,78000
INV492,2024-05-11,2024-05-16,Document Entry,3,5,Finance,0,Approved,14500
INV493,2024-05-12,2024-05-27,Verification,11,15,Procurement,0,Approved,50000
INV494,2024-05-13,2024-05-18,Classification,2,5,Finance,1,Approved,9500
INV495,2024-05-14,2024-05-31,Document Entry,11,17,Operations,1,Approved,45000
INV496,2024-05-15,2024-05-20,Classification,3,5,Finance,0,Approved,13000
INV497,2024-05-16,2024-06-06,Verification,13,21,Procurement,1,Approved,72000
INV498,2024-05-17,2024-05-22,Document Entry,4,5,Finance,0,Approved,16000
INV499,2024-05-18,2024-06-02,Document Entry,9,15,Operations,1,Approved,38000
INV500,2024-05-19,2024-05-24,Classification,3,5,Finance,0,Approved,10500
